COUNTY AREA TOTAL DEM REP CON WRI
COUNTY AREA TOTAL Harrison Graham Bledsoe Writein
Greenwood Harris 590 220 364 6 0
Greenwood Laco 838 308 518 12 0
Greenwood "Ninety Six" 636 268 360 8 0
Greenwood "Ninety Six Mill" 539 87 432 18 2
Greenwood "Ware Shoals" 413 183 220 7 3
Greenwood Hodges 1039 236 787 14 2
Greenwood Cokesbury 769 410 345 13 1
Greenwood Coronaca 989 190 788 10 1
Greenwood "Greenwood High" 728 279 437 10 2
Greenwood Georgetown 731 293 433 4 1
Greenwood Sandridge 513 80 415 17 1
Greenwood Callison 695 172 510 11 2
Greenwood Bradley 172 61 106 4 1
Greenwood Troy 116 32 84 0 0
Greenwood Epworth 493 102 377 12 2
Greenwood Verdery 767 393 365 9 0
Greenwood "New Market" 657 281 361 12 3
Greenwood Emerald 458 371 82 5 0
Greenwood Airport 763 250 509 4 0
Greenwood "Emerald High" 428 107 315 4 2
Greenwood "Civic Center" 875 522 344 9 0
Greenwood Riley 172 57 112 3 0
Greenwood "Shoals Junction" 244 56 179 9 0
Greenwood "Greenwood Mill" 577 165 397 11 4
Greenwood Stonewood 757 135 610 12 0
Greenwood "Mimosa Crest" 638 263 363 10 2
Greenwood "Lower Lake" 1028 195 818 15 0
Greenwood Pinecrest 682 271 401 10 0
Greenwood "Maxwellton Pike" 642 120 517 5 0
Greenwood "New Castle" 779 210 558 10 1
Greenwood "Rutherford Shoals" 581 177 398 6 0
Greenwood Liberty 562 286 261 15 0
Greenwood "Biltmore Pines" 786 249 520 15 2
Greenwood "Marshall Oaks" 340 254 85 1 0
Greenwood "Sparrows Grace" 1102 207 888 7 0
Greenwood "Mountain Laurel" 519 308 200 9 2
Greenwood "Allie's Crossing" 670 186 469 14 1
Greenwood "Gideon's Way" 586 387 188 9 2
Greenwood "Parson's Mill" 657 298 340 18 1
Greenwood "Angel Oak's Crossing" 1024 271 742 10 1
Greenwood "Graham's Glen" 677 166 496 14 1
Greenwood Failsafe 131 73 55 3 0
Greenwood Provisional 77 35 41 1 0
Greenwood "Failsafe Provisional" 41 22 19 0 0
Hampton BRUNSON 455 195 258 2 0
Hampton "HAMPTON COURTHOUSE NO.1" 759 394 354 10 1
Hampton "HAMPTON COURTHOUSE NO.2" 1122 546 566 10 0
Hampton VARNVILLE 1355 866 481 8 0
Hampton "EARLY BRANCH" 306 185 119 2 0
Hampton GARNETT 114 96 16 2 0
Hampton ESTILL 1574 1263 305 6 0
Hampton BONNETT 569 173 386 10 0
Hampton FURMAN 266 184 82 0 0
Hampton SCOTIA 254 221 32 1 0
Hampton YEMASSEE 741 486 246 8 1
Hampton "HORSE GALL" 85 4 79 2 0
Hampton "RIVERS MILL" 48 28 20 0 0
Hampton HOPEWELL 214 37 173 4 0
Hampton CROCKET-MILEY 413 186 215 10 2
Hampton CUMMINGS 566 313 249 4 0
Hampton "BLACK CREEK" 197 60 133 3 1
Hampton GIFFORD 232 207 25 0 0
Hampton Failsafe 9 4 5 0 0
Hampton Provisional 22 11 11 0 0
Hampton "Failsafe Provisional" 0 0 0 0 0
Horry ADRIAN 1446 379 1040 26 1
Horry ALLSBROOK 535 104 417 12 2
Horry "ATLANTIC BEACH" 109 87 20 1 1
Horry AYNOR 1459 287 1150 21 1
Horry BAYBORO-GURLEY 974 335 628 11 0
Horry "BROOKSVILLE #1" 2705 977 1691 36 1
Horry BROWNWAY 1252 224 999 28 1
Horry "BURGESS #1" 1946 640 1287 19 0
Horry "BURGESS #2" 3052 930 2073 44 5
Horry "CAROLINA FOREST #1" 2193 813 1338 39 3
Horry "CAROLINA FOREST #2" 1560 616 917 26 1
Horry "CEDAR GROVE" 636 105 520 11 0
Horry "CHERRY GROVE #1" 1529 368 1140 18 3
Horry "CHERRY GROVE #2" 1715 520 1174 17 4
Horry "COASTAL CAROLINA" 873 389 474 9 1
Horry "COASTAL LANE #1" 615 524 90 0 1
Horry "COASTAL LANE #2" 752 509 230 12 1
Horry "COOL SPRINGS" 324 62 261 1 0
Horry CRESENT 1363 427 913 22 1
Horry DAISY 972 225 726 19 2
Horry DEERFIELD 2186 743 1418 24 1
Horry DOGBLUFF 793 90 687 14 2
Horry DOGWOOD 1140 516 601 23 0
Horry "DUNES #1" 2758 744 2005 9 0
Horry "DUNES #2" 1719 512 1195 12 0
Horry "DUNES #3" 824 352 464 8 0
Horry "EAST CONWAY" 1072 371 691 10 0
Horry "EAST LORIS" 1992 696 1274 20 2
Horry EBENEZER 1812 510 1284 18 0
Horry "EMERALD FOREST #1" 1685 674 984 26 1
Horry "EMERALD FOREST #2" 2737 1090 1601 46 0
Horry "EMERALD FOREST #3" 2364 861 1469 33 1
Horry ENTERPRISE 2906 1025 1841 39 1
Horry FORESTBROOK 2587 928 1607 49 3
Horry "FOUR MILE" 1457 460 967 30 0
Horry "GALLIVANTS FERRY" 125 26 97 2 0
Horry "GARDEN CITY #1" 1530 372 1140 18 0
Horry "GARDEN CITY #2" 1147 250 890 6 1
Horry "GARDEN CITY #3" 1434 488 919 25 2
Horry "GARDEN CITY #4" 867 327 531 9 0
Horry "GLENNS BAY" 1612 525 1057 29 1
Horry "GREEN SEA" 720 205 503 11 1
Horry "HICKORY GROVE" 1189 303 860 26 0
Horry "HICKORY HILL" 124 26 97 1 0
Horry HOMEWOOD 1248 412 822 14 0
Horry HORRY 1104 167 933 4 0
Horry INLAND 254 105 146 3 0
Horry "JACKSON BLUFF" 457 140 308 9 0
Horry JAMESTOWN 2589 1128 1428 30 3
Horry "JERIGANS CROSSROADS" 505 90 408 7 0
Horry "JET PORT #1" 1615 613 979 21 2
Horry "JET PORT #2" 4538 1678 2829 30 1
Horry JORDANVILLE 443 39 396 8 0
Horry "JOYNER SWAMP" 384 47 336 1 0
Horry "JUNIPER BAY" 1361 331 1013 15 2
Horry "LAKE PARK #1" 1367 538 792 37 0
Horry LEON 1390 675 693 22 0
Horry "LITTLE RIVER #1" 1438 406 1008 24 0
Horry "LITTLE RIVER #2" 2327 723 1578 26 0
Horry "LITTLE RIVER #3" 1750 525 1209 15 1
Horry "LIVE OAK" 540 186 347 7 0
Horry MAPLE 1208 346 848 14 0
Horry "MARLOWE #1" 1921 576 1327 17 1
Horry "METHODIST-MILL SWAMP" 603 38 550 15 0
Horry "MT. OLIVE" 607 167 429 11 0
Horry "MT. VERNON" 424 76 342 6 0
Horry "MYRTLE TRACE" 1072 407 650 14 1
Horry "MYRTLEWOOD #1" 885 353 512 19 1
Horry "MYRTLEWOOD #2" 1286 469 801 13 3
Horry "MYRTLEWOOD #3" 1405 429 964 11 1
Horry "NIXONS XROADS #1" 1702 490 1177 33 2
Horry "NIXONS XROADS #2" 2366 960 1379 25 2
Horry "NORTH CONWAY #1" 1277 538 719 20 0
Horry "NORTH CONWAY #2" 854 281 564 9 0
Horry "OCEAN DRIVE #1" 1764 496 1247 19 2
Horry "OCEAN DRIVE #2" 3000 741 2228 30 1
Horry "OCEAN FOREST #1" 1264 436 809 16 3
Horry "OCEAN FOREST #2" 1723 593 1116 12 2
Horry "OCEAN FOREST #3" 897 447 426 21 3
Horry "PALMETTO BAYS" 3115 1044 2025 43 3
Horry "PAWLEYS SWAMP" 386 61 313 12 0
Horry "PLEASANT VIEW" 197 37 160 0 0
Horry "POPLAR HILL" 666 82 579 5 0
Horry "PORT HARRELSON" 481 431 45 5 0
Horry "RACEPATH #1" 958 562 376 20 0
Horry "RACEPATH #2" 1142 915 213 13 1
Horry "RED BLUFF" 821 348 457 16 0
Horry "RED HILL #1" 758 248 496 14 0
Horry "RED HILL #2" 1767 629 1116 20 2
Horry SALEM 1958 498 1418 41 1
Horry "SEA OATS #1" 1159 493 641 25 0
Horry "SEA OATS #2" 903 444 440 19 0
Horry "SEA WINDS" 3190 1142 1994 47 7
Horry SHELL 1091 224 856 11 0
Horry "SOCASTEE #1" 2365 785 1528 52 0
Horry "SOCASTEE #2" 1119 274 821 21 3
Horry "SOCASTEE #3" 2944 919 1968 55 2
Horry "SOCASTEE #4" 3008 1083 1866 56 3
Horry "SPRING BRANCH" 276 47 221 7 1
Horry "SURFSIDE #1" 1816 564 1218 33 1
Horry "SURFSIDE #2" 889 265 609 14 1
Horry "SURFSIDE #3" 2016 577 1413 25 1
Horry "SURFSIDE #4" 2367 740 1601 25 1
Horry "SWEET HOME" 824 375 434 15 0
Horry TAYLORSVILLE 233 24 204 5 0
Horry "TILLY SWAMP" 1662 403 1227 30 2
Horry TODDVILLE 1142 377 745 20 0
Horry WAMPEE 1539 897 625 16 1
Horry "WEST CONWAY" 545 274 262 7 2
Horry "WEST LORIS" 623 399 213 9 2
Horry "WHITE OAK" 524 85 432 7 0
Horry "WILD WING" 2841 1020 1770 49 2
Horry "WINDY HILL #1" 1111 306 785 18 2
Horry "WINDY HILL #2" 2330 665 1653 12 0
Horry "BURGESS #3" 2905 904 1973 26 2
Horry "MARLOWE #2" 3911 1330 2544 37 0
Horry "BURGESS #4" 1599 514 1055 26 4
Horry "MARLOWE #3" 1587 581 971 34 1
Horry "BROOKSVILLE #2" 1008 371 627 10 0
Horry "CAROLINA BAYS" 2023 633 1365 23 2
Horry "NIXONS XROADS #3" 1647 556 1068 22 1
Horry "RIVER OAKS" 2664 956 1675 30 3
Horry "LAKE PARK #2" 1122 507 594 21 0
Horry "LAKE PARK #3" 1514 511 980 22 1
Horry Failsafe 145 54 85 5 1
Horry Provisional 385 115 258 10 2
Horry "Failsafe Provisional" 10 0 10 0 0
Jasper COOSAWHATCHIE 411 301 108 2 0
Jasper GILLISONVILLE 487 272 210 5 0
Jasper "GRAHAMVILLE 1" 940 399 528 13 0
Jasper "GRAHAMVILLE 2" 1576 1053 503 20 0
Jasper GRAYS 589 148 426 14 1
Jasper "HARDEEVILLE 1" 1605 695 892 18 0
Jasper "HARDEEVILLE 2" 564 370 191 3 0
Jasper LEVY 1267 820 435 11 1
Jasper OAKATIE 1238 568 650 17 3
Jasper PINELAND 545 479 64 2 0
Jasper "RIDGELAND 1" 678 218 447 13 0
Jasper "RIDGELAND 2" 722 407 302 13 0
Jasper TILLMAN 544 334 195 15 0
Jasper "RIDGELAND 3" 578 221 345 12 0
Jasper "SUN CITY" 2637 994 1631 12 0
Jasper Failsafe 7 6 1 0 0
Jasper Provisional 28 17 11 0 0
Jasper "Failsafe Provisional" 0 0 0 0 0
Kershaw Airport 884 344 525 14 1
Kershaw Antioch 651 238 400 12 1
Kershaw Bethune 899 353 525 19 2
Kershaw Buffalo 750 131 601 16 2
Kershaw "Camden No. 1" 1121 645 461 14 1
Kershaw "Camden No. 2 & 3" 287 144 140 3 0
Kershaw "Hobkirk's Hill" 1369 588 772 7 2
Kershaw "Camden No. 5" 730 283 430 16 1
Kershaw "Camden No. 5-A" 424 273 146 5 0
Kershaw "Camden No. 6" 298 126 166 6 0
Kershaw Cassatt 1070 312 729 27 2
Kershaw "Charlotte Thompson" 1238 603 620 15 0
Kershaw "Doby's Mill" 1323 446 831 42 4
Kershaw "E. Camden-Hermitage" 374 143 221 9 1
Kershaw "Elgin No. 1" 1845 723 1077 41 4
Kershaw "Elgin No. 2" 1348 526 795 24 3
Kershaw "Elgin No. 3" 1060 445 602 12 1
Kershaw "Elgin No. 4" 1458 582 852 21 3
Kershaw "Elgin No. 5" 1056 355 682 18 1
Kershaw "Elgin No. 6" 944 467 455 19 3
Kershaw "Gates Ford" 270 29 235 6 0
Kershaw "Liberty Hill" 456 111 343 2 0
Kershaw "Lugoff No. 1" 974 375 582 16 1
Kershaw "Lugoff No. 2" 1425 485 906 32 2
Kershaw "Lugoff No. 3" 1269 373 876 18 2
Kershaw "Lugoff No. 4" 1138 326 787 25 0
Kershaw "Malvern Hill" 1069 490 563 15 1
Kershaw "Rabon's X Roads" 1638 410 1202 26 0
Kershaw Riverdale 540 454 85 1 0
Kershaw "Salt Pond" 994 286 682 24 2
Kershaw "Shaylor's Hill" 742 310 424 7 1
Kershaw Springdale 1486 745 726 13 2
Kershaw Westville 1209 308 871 28 2
Kershaw "Whites Gardens" 1276 468 782 26 0
Kershaw Failsafe 0 0 0 0 0
Kershaw Provisional 12 4 8 0 0
Kershaw "Failsafe Provisional" 7 3 2 2 0
Lancaster Antioch 659 162 486 11 0
Lancaster "Lake House" 2159 866 1282 9 2
Lancaster "Camp Creek" 639 112 514 13 0
Lancaster Carmel 410 129 275 6 0
Lancaster "Chesterfield Ave" 791 644 138 8 1
Lancaster Douglas 1570 656 890 24 0
Lancaster Dwight 1446 264 1140 42 0
Lancaster Elgin 1189 431 741 13 4
Lancaster "Erwin Farm" 1130 545 566 18 1
Lancaster "Gooch's Cross Roads" 1162 659 483 20 0
Lancaster "Heath Springs" 896 318 564 14 0
Lancaster "Hyde Park" 1279 483 768 27 1
Lancaster Jacksonham 865 310 539 15 1
Lancaster "Kershaw North" 1096 398 669 25 4
Lancaster "Kershaw South" 1086 207 852 27 0
Lancaster "Lancaster East" 1164 734 415 15 0
Lancaster "Lancaster West" 601 335 257 9 0
Lancaster "Lynwood Drive" 1705 678 1004 23 0
Lancaster Midway 537 78 448 10 1
Lancaster "Pleasant Hill" 1034 343 674 17 0
Lancaster "Pleasant Valley" 2564 1247 1287 29 1
Lancaster "Rich Hill" 864 140 708 14 2
Lancaster Riverside 665 331 325 9 0
Lancaster "Spring Hill" 927 172 738 17 0
Lancaster Unity 1002 254 737 11 0
Lancaster "Van Wyck" 743 244 481 17 1
Lancaster "Possum Hollow" 2341 1000 1320 20 1
Lancaster University 956 312 627 14 3
Lancaster "Shelley Mullis" 1508 633 832 42 1
Lancaster "Black Horse Run" 2898 1183 1677 35 3
Lancaster "Gold Hill" 1355 463 877 14 1
Lancaster Harrisburg 2787 1201 1554 30 2
Lancaster Osceola 3746 1621 2073 48 4
Lancaster "River Road" 2117 802 1279 34 2
Lancaster "The Lodge" 2618 1090 1512 16 0
Lancaster "College Park" 1043 344 684 14 1
Lancaster Failsafe 27 11 15 1 0
Lancaster Provisional 196 88 103 5 0
Lancaster "Failsafe Provisional" 74 35 38 1 0
Laurens "LAURENS 1" 445 302 140 3 0
Laurens "LAURENS 2" 309 253 53 3 0
Laurens "LAURENS 3" 565 308 244 12 1
Laurens "LAURENS 4" 543 431 108 4 0
Laurens "LAURENS 5" 1174 463 696 12 3
Laurens "LAURENS 6" 1000 327 660 10 3
Laurens BAILEY 772 272 486 14 0
Laurens "TRINITY RIDGE" 1101 416 673 12 0
Laurens WATTSVILLE 969 317 628 22 2
Laurens BARKSDALE-NARINE 740 242 485 9 4
Laurens MADDENS 907 268 624 12 3
Laurens "CLINTON 1" 972 423 540 8 1
Laurens "CLINTON 2" 991 450 532 9 0
Laurens JOANNA 1229 298 903 28 0
Laurens "LYDIA MILL" 842 526 300 15 1
Laurens MOUNTVILLE 475 179 287 9 0
Laurens "CLINTON 3" 1140 308 816 15 1
Laurens JONES 1206 466 717 22 1
Laurens OWINGS 578 172 398 8 0
Laurens "GRAY COURT" 961 353 584 22 2
Laurens GREENPOND 1282 249 1011 19 3
Laurens COOKS 1862 692 1129 40 1
Laurens YOUNGS 923 190 718 14 1
Laurens ORA-LANFORD 706 244 452 9 1
Laurens "LONG BRANCH" 968 202 752 13 1
Laurens "CROSS HILL" 1307 458 835 14 0
Laurens WATERLOO 1299 419 867 11 2
Laurens "MARTINS-POPLAR SPRINGS" 551 98 446 7 0
Laurens EKOM 486 92 382 12 0
Laurens "MOUNT OLIVE" 876 97 754 24 1
Laurens "HICKORY TAVERN" 1820 306 1478 32 4
Laurens "CLINTON MILL" 860 583 256 20 1
Laurens BREWERTON-PRINCETON 558 57 483 18 0
Laurens Failsafe 37 16 19 2 0
Laurens Provisional 33 12 20 1 0
Laurens "Failsafe Provisional" 21 9 10 2 0
Lee "ASHLAND/STOKES BRIDGE" 360 87 267 6 0
Lee ASHWOOD 464 145 314 5 0
Lee "BISHOPVILLE 1" 503 423 78 1 1
Lee "BISHOPVILLE 2" 519 435 81 3 0
Lee "BISHOPVILLE 3" 601 335 258 7 1
Lee "BISHOPVILLE 4" 700 554 140 6 0
Lee "CEDAR CREEK" 237 93 140 4 0
Lee CYPRESS 387 255 131 1 0
Lee ELLIOTT 342 305 37 0 0
Lee "HICKORY HILL" 262 135 125 2 0
Lee IONIA 487 212 268 7 0
Lee LYNCHBURG 467 395 71 1 0
Lee MANVILLE 460 345 112 3 0
Lee "MT. CLIO" 175 141 32 2 0
Lee "RATTLESNAKE SPRINGS" 270 128 137 4 1
Lee "SCHROCKS MILL/LUCKNOW" 360 170 185 5 0
Lee "SOUTH LYNCHBURG" 265 202 62 1 0
Lee "SPRING HILL" 494 365 127 2 0
Lee "ST. CHARLES" 680 481 193 6 0
Lee "ST. MATTHEWS" 134 47 86 1 0
Lee "TURKEY CREEK" 112 48 63 1 0
Lee WOODROW 159 125 32 2 0
Lee Failsafe 0 0 0 0 0
Lee Provisional 0 0 0 0 0
Lee "Failsafe Provisional" 0 0 0 0 0
Lexington BATESBURG 1284 708 555 20 1
Lexington MIMS 944 181 735 28 0
Lexington "LAKE MURRAY 1" 1818 368 1411 35 4
Lexington "MOUNT HOREB" 1996 520 1452 24 0
Lexington "OLD BARNWELL ROAD" 1330 512 799 16 3
Lexington "BEULAH  CHURCH" 2277 389 1869 18 1
Lexington GILBERT 1631 285 1309 34 3
Lexington "POND BRANCH" 1462 262 1149 47 4
Lexington "SEVEN OAKS" 1267 720 523 23 1
Lexington "RIDGE ROAD" 1852 313 1509 30 0
Lexington SUMMIT 1052 252 770 29 1
Lexington LEESVILLE 1601 598 980 23 0
Lexington "RED BANK SOUTH 1" 1443 373 1034 33 3
Lexington "EMMANUEL CHURCH" 1558 465 1062 28 3
Lexington "HOLLOW CREEK" 2078 423 1628 25 2
Lexington "BOILING SPRINGS" 1777 464 1277 35 1
Lexington "EDMUND 1" 919 296 603 19 1
Lexington "RED BANK" 2826 938 1830 56 2
Lexington "ROUND HILL" 3063 909 2086 66 2
Lexington FAIRVIEW 951 222 699 30 0
Lexington "QUAIL HOLLOW" 1603 616 968 18 1
Lexington "PELION 1" 921 152 739 29 1
Lexington MACK-EDISTO 587 120 453 14 0
Lexington "SWANSEA 1" 898 402 479 15 2
Lexington "SANDY RUN" 742 256 467 17 2
Lexington "GASTON 1" 912 199 687 24 2
Lexington "SHARPE'S HILL" 1226 359 827 38 2
Lexington CHAPIN 2346 700 1625 19 2
Lexington "LEAPHART ROAD" 826 445 366 15 0
Lexington WESTOVER 1332 481 836 15 0
Lexington EDENWOOD 1740 707 1014 19 0
Lexington CROMER 1110 380 710 20 0
Lexington "LEXINGTON NO. 1" 2395 817 1541 34 3
Lexington "LEXINGTON NO. 2" 1481 613 851 16 1
Lexington "CAYCE NO. 1" 1082 616 451 14 1
Lexington "CAYCE NO. 2" 1202 767 417 16 2
Lexington "CAYCE NO. 3" 586 263 308 13 2
Lexington "CHALK HILL" 2163 1637 504 20 2
Lexington "CONGAREE 1" 1231 316 886 29 0
Lexington "HOOK'S STORE" 1432 631 777 24 0
Lexington "SALUDA RIVER" 1334 657 654 20 3
Lexington SPRINGDALE 1657 497 1121 37 2
Lexington "PINE RIDGE 1" 979 291 662 26 0
Lexington "WEST COLUMBIA NO. 1" 696 378 305 13 0
Lexington "WEST COLUMBIA NO. 2" 412 342 67 2 1
Lexington "WEST COLUMBIA NO. 3" 571 244 324 3 0
Lexington "WEST COLUMBIA NO. 4" 1138 520 593 25 0
Lexington IRMO 1709 899 786 23 1
Lexington CHALLEDON 1171 727 425 17 2
Lexington WHITEHALL 1777 845 921 11 0
Lexington GARDENDALE 1128 684 438 6 0
Lexington "WOODLAND HILLS" 964 598 355 10 1
Lexington PINEVIEW 1444 440 976 27 1
Lexington "QUAIL VALLEY" 1643 750 875 18 0
Lexington "CAYCE 2A" 1002 437 545 19 1
Lexington "BARR ROAD 1" 1106 285 809 11 1
Lexington COLDSTREAM 1558 671 869 14 4
Lexington GRENADIER 1272 777 482 12 1
Lexington "ST. MICHAEL" 1975 592 1365 17 1
Lexington MURRAYWOOD 1678 738 921 18 1
Lexington "AMICKS FERRY" 2880 630 2231 18 1
Lexington "BUSH RIVER" 1264 584 662 17 1
Lexington "DUTCHMAN SHORES" 2038 477 1539 21 1
Lexington "PILGRIM CHRUCH" 2169 660 1488 20 1
Lexington "WHITE KNOLL" 1888 608 1235 42 3
Lexington "FAITH CHURCH" 1074 416 636 22 0
Lexington "KITTI WAKE" 1309 462 817 29 1
Lexington "PROVIDENCE CHURCH" 2247 521 1712 12 2
Lexington "BOILING SPRINGS SOUTH" 989 169 780 37 3
Lexington "LEXINGTON NO. 3" 2597 763 1797 33 4
Lexington "LEXINGTON NO. 4" 2434 892 1500 41 1
Lexington MIDWAY 1138 317 806 13 2
Lexington "PARK ROAD 1" 1669 515 1128 25 1
Lexington "SPRINGDALE SOUTH" 475 185 283 7 0
Lexington "GASTON 2" 1045 332 679 34 0
Lexington "LAKE MURRAY 2" 2965 829 2090 44 2
Lexington "CONGAREE 2" 892 309 567 14 2
Lexington "ST. DAVIDS" 2160 742 1381 35 2
Lexington "MT. HEBRON" 985 375 600 10 0
Lexington "SAND HILL" 1072 390 648 34 0
Lexington "EDMUND 2" 1200 245 910 44 1
Lexington "SWANSEA 2" 1034 378 630 24 2
Lexington "PELION 2" 1062 229 807 25 1
Lexington "DREHER ISLAND" 1393 216 1157 19 1
Lexington "OLD LEXINGTON" 2487 613 1843 30 1
Lexington LINCREEK 1767 790 963 13 1
Lexington CEDARCREST 1452 588 837 25 2
Lexington OAKWOOD 2245 767 1432 45 1
Lexington "BARR ROAD 2" 2814 924 1847 41 2
Lexington "PARK ROAD 2" 1071 307 749 14 1
Lexington "PINE RIDGE 2" 1582 609 952 20 1
Lexington "RED BANK SOUTH 2" 1350 463 856 30 1
Lexington "Carolina Springs" 1526 524 970 32 0
Lexington "Platt Springs 1" 992 264 698 27 3
Lexington "Platt Springs 2" 2330 1186 1083 56 5
Lexington "RIVER BLUFF" 2490 797 1667 20 6
Lexington Failsafe 114 26 84 4 0
Lexington Provisional 78 26 49 2 1
Lexington "Failsafe Provisional" 246 81 152 13 0
Marion "BRITTON'S NECK" 1034 684 344 4 2
Marion FRIENDSHIP 244 171 68 5 0
Marion CENTENARY 957 674 275 6 2
Marion RAINS 545 367 177 1 0
Marion "MARION NO. 1" 896 666 221 9 0
Marion "MARION NO. 2" 997 487 498 12 0
Marion "MARION NORTH" 1028 531 490 7 0
Marion "MARION SOUTH" 1860 1396 453 10 1
Marion "MARION WEST" 864 394 464 6 0
Marion SELLERS 175 132 41 2 0
Marion TEMPERANCE 718 487 225 6 0
Marion ZION 413 251 159 3 0
Marion "N WEST MULLINS" 986 705 269 12 0
Marion "S WEST MULLINS" 1168 723 434 10 1
Marion "N EAST MULLINS" 1334 843 474 13 4
Marion "S EAST MULLINS" 994 325 663 5 1
Marion NICHOLS 468 170 289 9 0
Marion Failsafe 4 4 0 0 0
Marion Provisional 39 22 16 1 0
Marion "Failsafe Provisional" 4 2 2 0 0
Marlboro ADAMSVILLE 317 129 182 6 0
Marlboro BLENHEIM 215 102 106 6 1
Marlboro BRIGHTSVILLE 525 267 242 14 2
Marlboro BROWNSVILLE 227 74 145 7 1
Marlboro "RED HILL" 892 412 467 12 1
Marlboro TATUM 295 146 143 6 0
Marlboro WALLACE 839 365 452 22 0
Marlboro "QUICKS X ROADS" 662 389 260 13 0
Marlboro CLIO 1014 691 318 5 0
Marlboro MCCOLL 839 333 493 12 1
Marlboro "EAST MCCOLL" 556 129 418 7 2
Marlboro "E BENNETTSVILLE" 1127 779 324 23 1
Marlboro "W BENNETTSVILLE" 1347 978 350 16 3
Marlboro "S BENNETTSVILLE" 614 545 60 9 0
Marlboro "N BENNETTSVILLE" 1946 1147 788 9 2
Marlboro Failsafe 19 5 13 1 0
Marlboro Provisional 28 13 14 1 0
Marlboro "Failsafe Provisional" 0 0 0 0 0
Mccormick "Mt. Carmel" 188 156 32 0 0
Mccormick Monticello 496 147 345 4 0
Mccormick Savannah 1660 467 1176 16 1
Mccormick Willington 155 95 59 1 0
Mccormick "McCormick No. 1" 871 577 287 4 3
Mccormick Bethany 291 216 73 2 0
Mccormick "McCormick No. 2" 670 477 186 7 0
Mccormick "Plum Branch" 612 360 249 3 0
Mccormick Parksville 161 31 129 1 0
Mccormick Modoc 224 25 198 0 1
Mccormick "Clark's Hill" 391 189 199 3 0
Mccormick Failsafe 4 4 0 0 0
Mccormick Provisional 2 2 0 0 0
Mccormick "Failsafe Provisional" 0 0 0 0 0
Newberry "Newberry Ward 1" 296 157 137 2 0
Newberry "Newberry Ward 2" 759 286 463 10 0
Newberry "Newberry Ward 3" 599 318 274 7 0
Newberry "Newberry Ward 4" 346 292 53 1 0
Newberry "Newberry Ward 5" 385 338 45 2 0
Newberry "Newberry Ward 6" 847 413 424 9 1
Newberry "Beth - Eden" 465 163 298 4 0
Newberry "Bush River" 257 69 187 1 0
Newberry Chappells 553 188 355 9 1
Newberry Fairview 1507 304 1173 30 0
Newberry Hartford 798 337 447 14 0
Newberry Helena 613 486 122 5 0
Newberry Kinards-Jalapa 381 97 283 1 0
Newberry Johnstone 411 144 257 6 4
Newberry "Little Mountain" 1134 290 825 19 0
Newberry Maybinton 56 38 18 0 0
Newberry "Mt. Bethel-Garmany" 873 473 390 10 0
Newberry "Consolidated Number 5" 901 275 611 12 3
Newberry O'Neal 1229 265 946 16 2
Newberry Oakland 447 338 102 7 0
Newberry Peak 112 32 79 0 1
Newberry Pomaria 495 134 352 9 0
Newberry "Prosperity City" 646 295 341 10 0
Newberry Silverstreet 585 201 377 7 0
Newberry "Stoney Hill" 669 110 547 11 1
Newberry "St. Phillips-Jolly Street" 838 289 540 9 0
Newberry Wheeland 406 67 335 4 0
Newberry "Whitmire City" 633 213 393 26 1
Newberry "Whitmire Outside" 600 173 408 19 0
Newberry "Prosperity Outside" 740 281 444 14 1
Newberry Failsafe 1 0 0 1 0
Newberry Provisional 7 3 3 0 1
Newberry "Failsafe Provisional" 37 25 10 2 0
Oconee Newry-Corinth 186 46 134 6 0
Oconee "Earles Grove" 677 98 570 8 1
Oconee Ravenel 1966 742 1205 16 3
Oconee "Fair Play" 857 145 696 14 2
Oconee Friendship 1489 366 1092 30 1
Oconee "Holly Springs" 283 18 259 6 0
Oconee Keowee 1739 343 1371 23 2
Oconee "Long Creek" 326 118 201 7 0
Oconee "Mountain Rest" 793 178 606 9 0
Oconee Madison 501 57 427 17 0
Oconee Bountyland 1394 358 1025 11 0
Oconee Oakway 1074 169 883 19 3
Oconee Return 641 104 519 18 0
Oconee Richland 874 187 673 12 2
Oconee Salem 1690 286 1373 31 0
Oconee "Stamp Creek" 2382 763 1603 15 1
Oconee "New Hope" 2214 464 1733 16 1
Oconee Shiloh 988 395 561 30 2
Oconee "South Union" 1252 255 966 27 4
Oconee Tamassee 1067 161 892 14 0
Oconee Tokeena-Providence 986 188 773 25 0
Oconee Utica 450 204 236 10 0
Oconee "Walhalla 1" 2814 653 2121 40 0
Oconee "Walhalla 2" 1970 439 1477 52 2
Oconee "Westminster 1" 2284 453 1793 36 2
Oconee "Westminster 2" 1417 228 1146 40 3
Oconee "West Union" 1589 347 1215 26 1
Oconee "Seneca 1" 2156 999 1131 23 3
Oconee "Seneca 2" 1597 588 992 17 0
Oconee "Seneca 3" 1046 300 737 8 1
Oconee "Seneca 4" 1908 904 980 24 0
Oconee Failsafe 9 0 9 0 0
Oconee Provisional 53 16 36 1 0
Oconee "Failsafe Provisional" 25 4 19 2 0
Orangeburg "ORANGEBURG WD 1" 443 295 141 7 0
Orangeburg "ORANGEBURG WD 2" 321 300 20 0 1
Orangeburg "ORANGEBURG WD 3" 580 548 30 2 0
