COUNTY AREA TOTAL DEM REP CON WRI
COUNTY AREA TOTAL Harrison Graham Bledsoe Writein
Charleston "James Island 20" 1238 747 472 18 1
Charleston "James Island 22" 1240 695 536 9 0
Charleston "Johns Island 1A" 1515 612 882 21 0
Charleston "Johns Island 1B" 1747 1040 684 17 6
Charleston "Johns Island 2" 4350 2092 2189 62 7
Charleston "Johns Island 3A" 3506 1625 1841 37 3
Charleston "Johns Island 3B" 1365 716 639 10 0
Charleston "Johns Island 4" 944 538 397 9 0
Charleston "St. Pauls 1" 638 472 164 2 0
Charleston "St. Pauls 2A" 671 387 271 13 0
Charleston "St. Pauls 2B" 1097 663 414 20 0
Charleston "St. Pauls 3" 1735 590 1136 9 0
Charleston "St. Pauls 4" 1261 972 275 13 1
Charleston "St. Pauls 5" 846 418 415 11 2
Charleston "St. Pauls 6" 1751 719 1015 16 1
Charleston "St. Andrews 1" 532 348 180 4 0
Charleston "St. Andrews 2" 868 575 285 7 1
Charleston "St. Andrews 3" 1114 906 197 10 1
Charleston "St. Andrews 4" 1260 639 613 6 2
Charleston "St. Andrews 5" 1137 634 492 10 1
Charleston "St. Andrews 6" 1020 428 588 4 0
Charleston "St. Andrews 7" 1434 708 714 12 0
Charleston "St. Andrews 8" 652 539 109 3 1
Charleston "St. Andrews 9" 873 807 58 8 0
Charleston "St. Andrews 10" 849 541 293 15 0
Charleston "St. Andrews 11" 791 352 428 11 0
Charleston "St. Andrews 12" 907 420 478 8 1
Charleston "St. Andrews 13" 861 459 393 9 0
Charleston "St. Andrews 14" 1089 641 434 14 0
Charleston "St. Andrews 15" 957 800 146 9 2
Charleston "St. Andrews 16" 869 442 412 13 2
Charleston "St. Andrews 17" 1339 599 715 24 1
Charleston "St. Andrews 18" 1289 973 297 15 4
Charleston "ST. ANDREWS 19" 263 243 18 2 0
Charleston "St. Andrews 20" 1737 1099 617 21 0
Charleston "St. Andrews 21" 618 345 262 10 1
Charleston "St. Andrews 22" 965 420 529 16 0
Charleston "St. Andrews 23" 701 433 253 14 1
Charleston "St. Andrews 24" 923 609 303 9 2
Charleston "St. Andrews 25" 987 680 292 13 2
Charleston "St. Andrews 26" 1079 619 443 17 0
Charleston "St. Andrews 27" 3375 1950 1387 36 2
Charleston "St. Andrews 28" 2502 1333 1136 31 2
Charleston "St. Andrews 29" 2635 1414 1179 40 2
Charleston "St. Andrews 30" 1368 728 621 18 1
Charleston "St. Andrews 31" 928 462 453 12 1
Charleston "St. Andrews 32" 923 413 488 18 4
Charleston "St. Andrews 33" 637 250 376 10 1
Charleston "St. Andrews 34" 1899 829 1053 15 2
Charleston "St. Andrews 35" 1435 595 829 11 0
Charleston "St. Andrews 36" 1327 612 705 7 3
Charleston "St. Andrews 37" 3506 1747 1710 48 1
Charleston "North Charleston 1" 545 515 22 7 1
Charleston "North Charleston 2" 314 295 16 3 0
Charleston "North Charleston 3" 950 430 503 17 0
Charleston "North Charleston 4" 788 698 87 3 0
Charleston "North Charleston 5" 1140 1053 78 8 1
Charleston "North Charleston 6" 810 773 31 6 0
Charleston "North Charleston 7" 688 642 35 9 2
Charleston "North Charleston 8" 746 550 187 8 1
Charleston "North Charleston 9" 1105 769 327 8 1
Charleston "North Charleston 10" 742 614 121 7 0
Charleston "North Charleston 11" 713 423 283 7 0
Charleston "North Charleston 12" 826 501 309 14 2
Charleston "North Charleston 13" 530 466 62 2 0
Charleston "North Charleston 14" 528 369 153 6 0
Charleston "North Charleston 15" 802 707 88 6 1
Charleston "North Charleston 16" 704 553 144 6 1
Charleston "North Charleston 17" 496 448 42 6 0
Charleston "North Charleston 18" 1115 882 219 13 1
Charleston "North Charleston 19" 758 650 105 3 0
Charleston "North Charleston 20" 569 318 238 13 0
Charleston "North Charleston 21" 887 637 235 14 1
Charleston "North Charleston 22" 853 660 174 17 2
Charleston "North Charleston 23" 1472 976 476 18 2
Charleston "North Charleston 24" 1689 1368 295 22 4
Charleston "North Charleston 25" 419 363 54 2 0
Charleston "North Charleston 26" 234 202 31 1 0
Charleston "North Charleston 27" 621 462 149 10 0
Charleston "North Charleston 28" 463 377 81 5 0
Charleston "North Charleston 29" 462 304 148 10 0
Charleston "North Charleston 30" 1273 989 271 12 1
Charleston Failsafe 127 93 32 2 0
Charleston Provisional 459 237 216 6 0
Charleston "Failsafe Provisional" 295 171 119 5 0
Chesterfield ANGELUS-CARARRH 483 146 327 10 0
Chesterfield "BAY SPRINGS" 287 34 247 6 0
Chesterfield "BLACK CREEK" 291 98 187 6 0
Chesterfield "BROCKS MILL" 1156 680 466 10 0
Chesterfield CASH 770 419 338 12 1
Chesterfield "Center Grove-Winzo" 730 403 321 6 0
Chesterfield "Cheraw No. 1" 1006 430 567 9 0
Chesterfield "Cheraw No. 2" 725 376 338 11 0
Chesterfield "CHERAW NO. 3" 1071 755 307 8 1
Chesterfield "CHERAW NO. 4" 977 529 424 24 0
Chesterfield COURTHOUSE 1436 500 919 15 2
Chesterfield Dudley-Mangum 651 158 483 10 0
Chesterfield "GRANTS MILL" 908 326 568 13 1
Chesterfield JEFFERSON 1257 494 744 16 3
Chesterfield McBee 1072 397 659 14 2
Chesterfield MIDDENDORF 516 78 421 16 1
Chesterfield "MT. GROGHAN" 290 68 218 4 0
Chesterfield OUSLEYDALE 544 66 465 13 0
Chesterfield "Pageland No. 1" 1255 540 688 25 2
Chesterfield "Pageland No. 2" 1052 441 605 5 1
Chesterfield PATRICK 481 179 290 12 0
Chesterfield "PEE DEE" 225 33 186 6 0
Chesterfield RUBY 756 298 450 8 0
Chesterfield SHILOH 502 150 344 8 0
Chesterfield "Snow Hill-Vaughn" 411 103 299 8 1
Chesterfield Failsafe 0 0 0 0 0
Chesterfield Provisional 20 5 15 0 0
Chesterfield "Failsafe Provisional" 2 0 2 0 0
Darlington ANTIOCH 1265 513 732 18 2
Darlington AUBURN 477 382 90 4 1
Darlington BETHEL 514 232 273 8 1
Darlington "BLACK CREEK-CLYDE" 876 226 631 18 1
Darlington "BURNT BRANCH" 557 184 361 12 0
Darlington "Darlington No. 1" 230 127 99 3 1
Darlington "Darlington No. 2" 1032 703 321 8 0
Darlington "Darlington No. 4" 1047 675 369 3 0
Darlington "Darlington No. 5" 1201 1066 129 6 0
Darlington DOVESVILLE 1127 707 412 8 0
Darlington "Hartsville No. 1" 976 320 644 11 1
Darlington "Hartsville No. 4" 584 413 166 5 0
Darlington "Hartsville No. 5" 1736 744 967 25 0
Darlington "Hartsville No. 6" 1024 999 22 1 2
Darlington "Hartsville No. 7" 683 330 341 12 0
Darlington "Hartsville No. 8" 2060 477 1544 33 6
Darlington "HIGH HILL" 1854 943 893 15 3
Darlington "INDIAN BRANCH" 469 148 306 15 0
Darlington KELLEYTOWN 1469 324 1125 19 1
Darlington "LAKE SWAMP" 991 443 532 16 0
Darlington "Lamar No. 1" 613 408 203 2 0
Darlington "Lamar No. 2" 1138 452 676 10 0
Darlington LYDIA 497 326 166 5 0
Darlington MECHANICSVILLE 1260 679 572 8 1
Darlington "NEW MARKET" 774 133 626 12 3
Darlington OATES 756 271 474 10 1
Darlington PALMETTO 1429 780 633 16 0
Darlington "SOCIETY HILL" 550 357 185 7 1
Darlington "SWIFT CREEK" 670 236 420 14 0
Darlington "Darlington No. 3" 2139 883 1228 23 5
Darlington "Darlington No. 6" 1183 536 621 25 1
Darlington "Hartsville No. 9" 1219 527 670 21 1
Darlington Failsafe 0 0 0 0 0
Darlington Provisional 39 17 20 2 0
Darlington "Failsafe Provisional" 7 2 5 0 0
Dillon "East Dillon" 1613 375 1222 14 2
Dillon "West Dillon" 1315 1034 270 11 0
Dillon "South Dillon" 1106 894 197 13 2
Dillon Latta 1860 969 875 16 0
Dillon "New Holly" 274 94 177 3 0
Dillon "Lake View" 890 367 514 8 1
Dillon Kemper 387 181 200 6 0
Dillon "Pleasant Hill" 297 96 196 5 0
Dillon "Mt. Calvary" 1360 886 456 17 1
Dillon Bermuda 200 73 126 1 0
Dillon Hamer 631 255 370 6 0
Dillon Oakland 667 417 249 1 0
Dillon Carolina 190 114 75 1 0
Dillon "Little Rock" 495 328 159 8 0
Dillon Minturn 144 82 61 1 0
Dillon "Oak Grove" 662 217 434 11 0
Dillon Manning 264 115 148 1 0
Dillon Floydale 452 96 353 3 0
Dillon Fork 284 68 212 4 0
Dillon Failsafe 0 0 0 0 0
Dillon Provisional 5 2 3 0 0
Dillon "Failsafe Provisional" 0 0 0 0 0
Dorchester Rosinville 995 480 499 14 2
Dorchester "St. George No. 2" 532 234 294 4 0
Dorchester "St. George No. 1" 862 444 397 19 2
Dorchester Grover 640 303 320 16 1
Dorchester Reevesville 755 352 392 10 1
Dorchester Harleyville 474 175 287 12 0
Dorchester "Four Hole" 812 353 444 13 2
Dorchester Rosses 766 290 456 20 0
Dorchester Ridgeville 616 253 346 15 2
Dorchester Givhans 779 258 501 18 2
Dorchester Delemars 598 384 210 4 0
Dorchester "Saul Dam" 416 106 302 8 0
Dorchester Coastal 833 531 285 15 2
Dorchester Trolley 755 426 317 11 1
Dorchester Tranquil 522 218 289 15 0
Dorchester "Beech Hill" 1103 357 736 9 1
Dorchester Flowertown 1956 667 1266 20 3
Dorchester Knightsville 963 337 604 22 0
Dorchester Clemson 1468 416 1031 17 4
Dorchester Germantown 1030 401 613 16 0
Dorchester Greenwave 795 378 397 20 0
Dorchester Newington 921 309 597 15 0
Dorchester Carolina 1340 756 561 21 2
Dorchester Dorchester 824 362 454 7 1
Dorchester Archdale 823 427 378 16 2
Dorchester Stallsville 790 282 491 13 4
Dorchester "Indian Field" 453 303 143 7 0
Dorchester Spann 1048 343 684 20 1
Dorchester "North Summerville" 350 142 200 7 1
Dorchester Tupperway 627 211 402 13 1
Dorchester Irongate 529 163 349 16 1
Dorchester Greenhurst 871 431 418 22 0
Dorchester "Ashborough East" 705 375 314 15 1
Dorchester "Ashborough West" 390 141 240 9 0
Dorchester "Ashley River" 1716 869 818 29 0
Dorchester Windsor 728 409 304 15 0
Dorchester "Bacons Bridge" 1907 788 1091 25 3
Dorchester Brandymill 529 217 305 7 0
Dorchester Briarwood 831 387 428 16 0
Dorchester Butternut 1696 647 1023 25 1
Dorchester Central 1097 395 679 23 0
Dorchester Coosaw 2211 1063 1120 27 1
Dorchester Cypress 2125 911 1159 55 0
Dorchester "King's Grant" 1275 608 654 13 0
Dorchester Lincoln 960 647 306 6 1
Dorchester Miles/Jamison 1519 658 835 22 4
Dorchester Oakbrook 2446 1367 1040 36 3
Dorchester Patriot 1026 774 232 18 2
Dorchester "Sawmill Branch" 1130 401 716 12 1
Dorchester "Coastal 2" 1161 515 625 19 2
Dorchester "Coastal 3" 518 247 262 7 2
Dorchester "Archdale 2" 1116 571 530 15 0
Dorchester "Ashborough East 2" 733 187 531 13 2
Dorchester "Ashborough West 2" 901 283 585 33 0
Dorchester "Beech Hill 2" 1347 463 855 24 5
Dorchester "Brandymill 2" 921 435 473 10 3
Dorchester "Briarwood 2" 698 298 379 21 0
Dorchester "Briarwood 3" 530 188 328 13 1
Dorchester "Central 2" 1105 460 610 30 5
Dorchester "Clemson 2" 1802 699 1067 34 2
Dorchester "Clemson 3" 1043 447 557 38 1
Dorchester "Coosaw 2" 1678 909 739 27 3
Dorchester "Dorchester 2" 880 292 583 4 1
Dorchester "Flowertown 2" 994 425 544 24 1
Dorchester "Givhans 2" 906 367 522 15 2
Dorchester "Indian Field 2" 661 372 276 11 2
Dorchester "Irongate 2" 293 141 144 8 0
Dorchester "Irongate 3" 469 153 311 5 0
Dorchester "King's Grant 2" 1468 673 784 10 1
Dorchester "Newington 2" 561 180 366 14 1
Dorchester "North Summerville 2" 997 669 313 14 1
Dorchester "Ridgeville 2" 483 267 213 3 0
Dorchester "Tranquil 2" 964 535 401 26 2
Dorchester "Tupperway 2" 703 332 355 16 0
Dorchester "Tranquil 3" 773 449 309 14 1
Dorchester "Bacons Bridge 2" 596 268 318 8 2
Dorchester "Coosaw 3" 1060 457 584 16 3
Dorchester "Cypress 2" 652 221 405 26 0
Dorchester "Flowertown 3" 1031 466 553 11 1
Dorchester "Oakbrook 2" 924 441 463 19 1
Dorchester "Windsor 2" 550 369 172 8 1
Dorchester Failsafe 3 1 2 0 0
Dorchester Provisional 116 59 56 1 0
Dorchester "Failsafe Provisional" 64 28 36 0 0
Edgefield "Edgefield No.1" 732 276 448 8 0
Edgefield "Edgefield No.2" 1319 671 630 18 0
Edgefield "Johnston No.1" 949 569 364 16 0
Edgefield "Johnston No.2" 909 492 402 11 4
Edgefield "Trenton No.1" 869 417 438 14 0
Edgefield "Merriweather No.1" 2173 449 1682 41 1
Edgefield Westside 788 60 712 16 0
Edgefield Harmony 695 180 500 14 1
Edgefield "North Side" 359 198 157 4 0
Edgefield Brunson 449 275 169 4 1
Edgefield "Merriweather No.2" 2550 583 1920 46 1
Edgefield "Trenton No.2" 1523 934 564 25 0
Edgefield Failsafe 1 0 1 0 0
Edgefield Provisional 1 0 1 0 0
Edgefield "Failsafe Provisional" 0 0 0 0 0
Fairfield BLACKSTOCK 59 47 12 0 0
Fairfield BLAIRS 318 264 54 0 0
Fairfield CENTERVILLE 219 70 144 5 0
Fairfield FEASTERVILLE 232 170 62 0 0
Fairfield GREENBRIER 1455 930 506 19 0
Fairfield "GLADDEN GROVE" 50 22 27 1 0
Fairfield JENKINSVILLE 434 344 88 2 0
Fairfield Horeb-Glenn 273 227 45 1 0
Fairfield "HICKORY RIDGE" 688 450 232 4 2
Fairfield LEBANON 583 305 271 7 0
Fairfield MITFORD 573 275 291 6 1
Fairfield MONTICELLO 434 314 115 4 1
Fairfield "NEW HOPE" 54 20 33 1 0
Fairfield RIDGEWAY 1702 1133 556 13 0
Fairfield SIMPSON 726 391 329 6 0
Fairfield "SOUTH WINNSBORO" 521 437 79 5 0
Fairfield "WINNSBORO MILLS" 490 265 221 4 0
Fairfield "WINNSBORO NO. 1" 1026 785 231 10 0
Fairfield "WINNSBORO NO. 2" 830 459 364 6 1
Fairfield "WHITE OAK" 195 146 46 3 0
Fairfield WOODARD 97 75 22 0 0
Fairfield "DUTCHMANS CREEK" 1154 317 820 17 0
Fairfield Failsafe 8 5 3 0 0
Fairfield Provisional 12 8 3 1 0
Fairfield "Failsafe Provisional" 6 4 2 0 0
Florence "Back Swamp" 375 139 217 16 3
Florence Brookgreen 467 361 99 6 1
Florence Cartersville 577 271 299 6 1
Florence Claussen 1607 576 1017 14 0
Florence "Coles Crossroads" 2078 999 1053 23 3
Florence "Cowards No. 1" 610 187 414 9 0
Florence "Cowards No. 2" 652 157 487 8 0
Florence "Delmae No. 1" 1553 877 663 12 1
Florence "Delmae No. 2" 1521 441 1063 16 1
Florence "Ebenezer No. 1" 2844 982 1814 47 1
Florence "Ebenezer No. 2" 2168 994 1155 19 0
Florence "Ebenezer No. 3" 1098 346 741 11 0
Florence Effingham 607 147 453 6 1
Florence Elim-Glenwood 1256 361 873 22 0
Florence Evergreen 792 232 548 12 0
Florence "Florence Ward 1" 812 788 23 1 0
Florence "Florence Ward 2" 713 668 42 2 1
Florence "Florence Ward 3" 791 780 9 2 0
Florence "Florence Ward 4" 468 259 205 3 1
Florence "Florence Ward 5" 654 464 184 4 2
Florence "Florence Ward 6" 570 201 361 8 0
Florence "Florence Ward 7" 1407 539 862 5 1
Florence "Florence Ward 8" 1509 429 1068 12 0
Florence "Florence Ward 9" 1044 1017 22 5 0
Florence "Florence Ward 10" 407 394 11 2 0
Florence "Florence Ward 11" 631 302 319 10 0
Florence "Florence Ward 12" 1885 661 1201 21 2
Florence "Florence Ward 14" 1655 632 1006 17 0
Florence "Florence Ward 15" 285 232 50 3 0
Florence Friendfield 389 63 320 6 0
Florence Gilbert 1212 1037 162 13 0
Florence Greenwood 1631 859 752 19 1
Florence Hannah 484 59 419 6 0
Florence "High Hill" 369 94 269 6 0
Florence Johnsonville 1442 423 999 20 0
Florence Kingsburg-Stone 734 387 343 3 1
Florence "Lake City No. 1" 992 790 195 7 0
Florence "Lake City No. 2" 903 352 540 11 0
Florence "Lake City No. 3" 1080 679 394 7 0
Florence "Lake City No. 4" 1189 1118 66 4 1
Florence Leo 251 98 150 2 1
Florence "Mars Bluff No. 1" 1544 761 769 14 0
Florence "Mars Bluff No. 2" 1096 401 686 9 0
Florence "McAllister Mill" 506 155 339 12 0
Florence "Mill Branch" 451 286 163 2 0
Florence "Oak Grove-Sardis" 767 145 605 17 0
Florence Olanta 958 401 543 14 0
Florence "Pamplico No. 1" 800 215 574 11 0
Florence "Pamplico No. 2" 455 315 136 4 0
Florence Prospect 244 10 230 4 0
Florence Quinby 725 551 171 3 0
Florence Salem 377 36 336 5 0
Florence "Savannah Grove" 3042 1660 1353 28 1
Florence Scranton 560 240 314 5 1
Florence "South Florence 1" 2078 994 1060 21 3
Florence "South Florence 2" 1336 1084 244 7 1
Florence Spaulding 867 837 27 2 1
Florence "Tans Bay" 1321 622 678 21 0
Florence "Timmonsville 1" 997 792 197 6 2
Florence "Timmonsville 2" 853 411 434 7 1
Florence Vox 437 89 346 2 0
Florence "West Florence 1" 2274 930 1321 22 1
Florence "West Florence 2" 1205 399 796 8 2
Florence Failsafe 0 0 0 0 0
Florence Provisional 31 13 18 0 0
Florence "Failsafe Provisional" 15 6 9 0 0
Georgetown ANDREWS 1068 737 319 11 1
Georgetown "ANDREWS OUTSIDE" 715 388 321 6 0
Georgetown BETHEL 733 90 627 15 1
Georgetown "BLACK RIVER" 1167 319 838 10 0
Georgetown "BROWN'S FERRY" 1313 1057 253 3 0
Georgetown "CARVER'S BAY" 166 45 119 2 0
Georgetown "LAMBERT TOWN" 388 66 319 3 0
Georgetown CHOPPEE 733 497 229 7 0
Georgetown "DREAM KEEPERS" 628 612 14 2 0
Georgetown "FOLLY GROVE" 631 177 449 4 1
Georgetown "GEORGETOWN NO. 1" 713 349 362 2 0
Georgetown "GEORGETOWN NO. 3" 854 766 84 4 0
Georgetown "GEORGETOWN NO. 4" 379 135 244 0 0
Georgetown "GEORGETOWN NO. 5" 1182 470 683 26 3
Georgetown "PEE DEE" 451 337 109 4 1
Georgetown KENSINGTON 869 226 629 12 2
Georgetown "MURRELL'S INLET NO. 1" 2716 805 1891 19 1
Georgetown "MURRELL'S INLET NO. 2" 1760 574 1166 19 1
Georgetown "MURRELL'S INLET NO. 3" 671 199 462 10 0
Georgetown "MURRELL'S INLET NO. 4" 1245 263 962 18 2
Georgetown MYERSVILLE 316 285 29 2 0
Georgetown "PAWLEY'S ISLAND NO. 1" 2658 877 1757 23 1
Georgetown "PAWLEY'S ISLAND NO. 2" 2756 1277 1444 33 2
Georgetown "PAWLEY'S ISLAND NO. 3" 2093 721 1357 14 1
Georgetown "PAWLEY'S ISLAND NO. 4" 2278 644 1608 26 0
Georgetown "PAWLEY'S ISLAND NO. 5" 2530 791 1722 16 1
Georgetown "PENNY ROYAL" 396 171 223 2 0
Georgetown PLANTERSVILLE 500 351 148 1 0
Georgetown "PLEASANT HILL" 688 239 436 12 1
Georgetown "POTATO BED FERRY" 514 194 319 1 0
Georgetown SAMPIT 711 571 138 2 0
Georgetown SANTEE 834 685 144 4 1
Georgetown "SPRING GULLY" 1266 697 548 19 2
Georgetown "WINYAH BAY" 709 216 487 6 0
Georgetown Failsafe 0 0 0 0 0
Georgetown Provisional 59 21 37 1 0
Georgetown "Failsafe Provisional" 34 15 18 1 0
Greenville "GREENVILLE 1" 1478 624 837 15 2
Greenville "GREENVILLE 3" 2077 1097 967 12 1
Greenville "GREENVILLE 4" 1657 1162 475 18 2
Greenville "GREENVILLE 5" 2086 1368 693 23 2
Greenville "GREENVILLE 6" 302 252 48 1 1
Greenville "GREENVILLE 7" 1557 1152 389 16 0
Greenville "GREENVILLE 8" 2288 1614 659 13 2
Greenville "GREENVILLE 10" 1975 1188 762 19 6
Greenville "GREENVILLE 14" 1146 1039 102 5 0
Greenville "GREENVILLE 16" 1641 713 916 6 6
Greenville "GREENVILLE 17" 1408 565 839 4 0
Greenville "GREENVILLE 18" 1296 481 805 7 3
Greenville "GREENVILLE 19" 1499 1217 272 7 3
Greenville "GREENVILLE 20" 1080 442 635 3 0
Greenville "GREENVILLE 21" 1143 568 570 5 0
Greenville "GREENVILLE 22" 1864 679 1163 20 2
Greenville "GREENVILLE 23" 1737 516 1212 8 1
Greenville "GREENVILLE 24" 3099 1627 1443 29 0
Greenville "GREENVILLE 25" 1108 612 479 15 2
Greenville "GREENVILLE 26" 1349 914 410 24 1
Greenville "GREENVILLE 27" 840 236 593 9 2
Greenville "GREENVILLE 28" 684 406 264 12 2
Greenville "GREENVILLE 29" 1326 1045 261 18 2
Greenville AIKEN 722 446 262 13 1
Greenville "ALTAMONT FOREST" 1107 323 772 9 3
Greenville "ASHETON LAKES" 2661 844 1797 14 6
Greenville AVON 1290 419 851 18 2
Greenville "BELLE MEADE" 1128 1053 70 4 1
Greenville "BELLS CROSSING" 2341 803 1503 32 3
Greenville BELMONT 633 416 206 11 0
Greenville BEREA 942 477 454 11 0
Greenville "BOILING SPRINGS" 1701 610 1077 14 0
Greenville "BOTANY WOODS" 1275 492 767 15 1
Greenville BROOKGLENN 874 333 524 17 0
Greenville CANEBRAKE 2306 828 1455 23 0
Greenville CAROLINA 933 738 182 10 3
Greenville "CHESTNUT HILLS" 1174 638 520 14 2
Greenville "CIRCLE CREEK" 2490 874 1585 30 1
Greenville "CLEAR CREEK" 1412 309 1066 35 2
Greenville CONESTEE 1727 870 837 18 2
Greenville "DARBY RIDGE" 2175 484 1655 31 5
Greenville "DEL NORTE" 1713 745 944 23 1
Greenville DEVENGER 1564 499 1050 14 1
Greenville DONALDSON 866 652 203 11 0
Greenville "DOVE TREE" 1501 568 908 19 6
Greenville DUNKLIN 1810 275 1492 43 0
Greenville EASTSIDE 1879 701 1158 20 0
Greenville EBENEZER 1761 375 1360 25 1
Greenville "EDWARDS FOREST" 1756 593 1130 29 4
Greenville ENOREE 2437 1040 1348 47 2
Greenville FEASTER 910 431 466 11 2
Greenville "FORK SHOALS" 1572 303 1229 37 3
Greenville "FOUNTAIN INN 1" 2604 1219 1355 25 5
Greenville "FOUNTAIN INN 2" 1072 375 685 10 2
Greenville FURMAN 2208 820 1371 17 0
Greenville GOWENSVILLE 1653 331 1300 20 2
Greenville GROVE 1169 681 476 10 2
Greenville "JENNINGS MILL" 1462 410 1027 21 4
Greenville LAKEVIEW 1713 920 769 19 5
Greenville "LAUREL RIDGE" 1906 611 1269 23 3
Greenville LEAWOOD 1612 724 870 14 4
Greenville "MAPLE CREEK" 1564 578 953 29 4
Greenville MARIDELL 1500 324 1153 22 1
Greenville "MAULDIN 1" 1513 775 716 20 2
Greenville "MAULDIN 2" 2919 1342 1539 36 2
Greenville "MAULDIN 3" 1780 1077 686 16 1
Greenville "MAULDIN 4" 2380 1016 1327 33 4
Greenville "MAULDIN 5" 2096 1058 1017 17 4
Greenville "MAULDIN 6" 1668 818 828 20 2
Greenville "MAULDIN 7" 1508 636 863 9 0
Greenville MISSION 2023 763 1240 17 3
Greenville MONAVIEW 1242 644 574 22 2
Greenville "MOUNTAIN CREEK" 1824 470 1341 10 3
Greenville "MOUNTAIN VIEW" 1813 273 1504 32 4
Greenville "NEELY FARMS" 2792 1102 1649 37 4
Greenville NORTHWOOD 1585 557 1007 17 4
Greenville OAKVIEW 2469 834 1604 28 3
Greenville PALMETTO 1439 651 766 19 3
Greenville "PARIS MOUNTAIN" 1142 359 776 5 2
Greenville "PEBBLE CREEK" 1705 510 1174 18 3
Greenville "PELHAM FALLS" 927 300 616 10 1
Greenville PIEDMONT 2017 794 1181 39 3
Greenville PINEVIEW 967 209 743 15 0
Greenville POINSETT 2199 886 1279 31 3
Greenville RAINTREE 2519 1077 1394 46 2
Greenville "REEDY FORK" 1839 885 923 26 5
Greenville RIVERWALK 2086 665 1398 21 2
Greenville "ROCK HILL" 1761 750 988 23 0
Greenville "ROCKY CREEK" 1500 701 788 10 1
Greenville "ROLLING GREEN" 1509 483 1018 8 0
Greenville "ROYAL OAKS" 997 852 135 8 2
Greenville SALUDA 1160 490 647 21 2
Greenville "SANDY FLAT" 2835 609 2181 39 6
Greenville SEVIER 2004 643 1330 27 4
Greenville SILVERLEAF 1845 637 1192 15 1
Greenville "SIMPSONVILLE 1" 1963 780 1154 25 4
Greenville "SIMPSONVILLE 2" 1503 626 838 37 2
Greenville "SIMPSONVILLE 3" 1883 628 1230 25 0
Greenville "SIMPSONVILLE 4" 1379 651 712 11 5
Greenville "SIMPSONVILLE 5" 1897 1003 861 31 2
Greenville "SIMPSONVILLE 6" 1928 840 1064 23 1
Greenville SKYLAND 2062 244 1788 30 0
Greenville "SLATER MARIETTA" 2177 399 1725 52 1
Greenville SOUTHSIDE 1735 935 792 6 2
Greenville "SPRING FOREST" 1467 719 729 18 1
Greenville "STONE VALLEY" 1628 639 961 27 1
Greenville STONEHAVEN 1667 599 1054 12 2
Greenville "SUBER MILL" 2494 962 1514 18 0
Greenville "SUGAR CREEK" 1891 570 1302 15 4
Greenville "SULPHUR SPRINGS" 1706 566 1116 21 3
Greenville SYCAMORE 2477 781 1672 20 4
Greenville TANGLEWOOD 1560 886 647 27 0
Greenville TAYLORS 1460 669 768 23 0
Greenville THORNBLADE 2359 887 1450 21 1
Greenville TIGERVILLE 2289 462 1787 36 4
Greenville TIMBERLAKE 1937 758 1154 22 3
Greenville TRADE 1579 712 829 34 4
Greenville "TUBBS MOUNTAIN" 1988 442 1527 17 2
Greenville "WADE HAMPTON" 1579 584 970 21 4
Greenville "WALNUT SPRINGS" 4542 1615 2863 58 6
Greenville WELCOME 1252 740 490 20 2
Greenville WELLINGTON 1295 459 825 11 0
Greenville WESTCLIFFE 1220 483 717 17 3
Greenville WESTSIDE 1407 617 766 21 3
Greenville WOODMONT 2060 1087 945 25 3
Greenville "WOODRUFF LAKES" 2068 746 1306 14 2
Greenville "MT. PLEASANT" 1070 844 217 7 2
Greenville "BAKER CREEK" 1039 289 737 13 0
Greenville "BRIDGE FORK" 1385 450 923 10 2
Greenville "CASTLE ROCK" 2199 509 1652 36 2
Greenville "FOX CHASE" 1696 410 1263 23 0
Greenville FROHAWK 1311 326 971 12 2
Greenville "GRANITE CREEK" 2313 907 1375 29 2
Greenville "GRAZE BRANCH" 1461 472 970 18 1
Greenville GREENBRIAR 1373 625 736 12 0
Greenville HILLCREST 2045 769 1256 19 1
Greenville "HOLLY TREE" 1086 360 716 10 0
Greenville "KILGORE FARMS" 2096 864 1207 24 1
Greenville "LOCUST HILL" 1255 242 999 13 1
Greenville "LONG CREEK" 1494 567 906 19 2
Greenville "MOORE CREEK" 3157 1536 1571 42 8
Greenville ONEAL 2580 525 2007 46 2
Greenville "RANCH CREEK" 2165 1302 841 18 4
Greenville RIVERSIDE 1890 855 1007 24 4
Greenville "SPARROWS POINT" 1954 753 1173 26 2
Greenville "STANDING SPRINGS" 1421 606 795 18 2
Greenville "TRAVELERS REST 1" 1912 726 1158 26 2
Greenville "TRAVELERS REST 2" 1272 373 870 28 1
Greenville "TYGER RIVER" 986 434 525 27 0
Greenville VERDMONT 1847 671 1154 21 1
Greenville "WARE PLACE" 1569 357 1185 24 3
Greenville Failsafe 355 178 165 11 1
Greenville Provisional 230 86 138 5 1
Greenville "Failsafe Provisional" 967 340 601 25 1
Greenwood "Loblolly Pines" 419 343 69 6 1
Greenwood "Bee's Ferry" 635 601 31 3 0
Greenwood "Levi's Knoll" 893 437 439 17 0
Greenwood "Grandiflora Glen" 821 435 375 10 1
Greenwood "Ashley River Run" 370 280 88 1 1
Greenwood "Hope's Ferry" 539 321 204 13 1
Greenwood "Fairhope Ferry" 680 447 229 4 0
Greenwood "Pebble Stone Way" 629 270 350 9 0
Greenwood Glendale 566 134 423 7 2
