COUNTY AREA TOTAL DEM REP Johnson Stein Castle Fox Kotlikoff McMullin
COUNTY AREA TOTAL Clinton Trump Johnson Stein Castle Fox Kotlikoff McMullin
WAL NORTHPORT 1037 528 408 48 16 0 0 0 4
WAL PALERMO 890 308 467 60 18 0 0 0 6
WAL PROSPECT 418 157 224 17 5 0 0 0 2
WAL SEARSMONT 853 370 390 45 23 0 0 0 4
WAL SEARSPORT 1570 689 710 78 36 0 0 0 3
WAL "STOCKTON SPRINGS" 1021 445 471 43 28 0 0 0 1
WAL SWANVILLE 799 286 404 49 24 0 0 0 4
WAL THORNDIKE 442 189 191 24 19 0 0 3 3
WAL TROY 574 216 288 33 16 1 0 0 2
WAL UNITY 1070 448 474 70 44 2 0 0 0
WAL WALDO 489 192 244 18 21 0 0 0 0
WAL WINTERPORT 2230 866 1109 135 35 3 0 0 5
WAS ADDISON 680 210 409 36 10 0 0 0 0
WAS ALEXANDER 313 80 208 7 5 0 0 0 5
WAS BAILEYVILLE 707 263 372 43 8 0 0 0 0
WAS "BARING PLT" 127 48 66 4 1 0 0 0 1
WAS BEALS 288 113 141 18 6 0 0 0 0
WAS BEDDINGTON 37 11 24 1 1 0 0 0 0
WAS "BERRY TWP/CATHANCE TWP/MARION TWP" 33 12 17 2 0 0 0 0 0
WAS CALAIS 1505 574 762 90 16 2 0 0 3
WAS "CATHANCE TWP" 11 5 6 0 0 0 0 0 0
WAS "CENTERVILLE TWP" 18 4 13 0 0 0 0 0 0
WAS CHARLOTTE 185 51 114 4 6 0 0 0 2
WAS CHERRYFIELD 651 200 366 38 20 0 0 0 0
WAS COLUMBIA 220 43 151 9 4 0 0 0 3
WAS "COLUMBIA FALLS" 302 82 190 14 7 0 0 0 0
WAS COOPER 95 33 55 3 2 0 0 0 0
WAS CRAWFORD 73 21 48 2 1 0 0 0 0
WAS CUTLER 297 70 202 7 6 0 0 0 0
WAS DANFORTH 373 92 243 20 5 0 0 0 0
WAS DEBLOIS 39 6 30 1 1 0 0 0 0
WAS DENNYSVILLE 338 94 196 25 7 0 0 0 0
WAS "EAST MACHIAS" 727 245 424 27 15 0 0 0 3
WAS EASTPORT 815 408 309 24 39 0 0 0 0
WAS "GRAND LAKE STREAM PLT" 102 32 59 8 0 0 0 0 0
WAS HARRINGTON 501 129 322 19 8 0 0 0 1
WAS "INDIAN TOWNSHIP" 281 184 59 13 1 0 0 0 0
WAS JONESBORO 341 119 177 23 3 0 0 0 2
WAS JONESPORT 688 240 377 34 10 0 0 0 0
WAS LUBEC 823 374 359 26 19 0 0 0 0
WAS MACHIAS 999 387 454 56 29 2 0 0 2
WAS MACHIASPORT 506 184 249 12 38 2 0 0 0
WAS MARSHFIELD 317 101 185 13 6 0 0 0 1
WAS MEDDYBEMPS 105 30 62 5 1 0 0 0 0
WAS MILBRIDGE 695 266 361 32 8 0 0 0 2
WAS NORTHFIELD 108 38 65 2 2 0 0 0 0
WAS PEMBROKE 500 191 273 15 12 0 0 0 0
WAS PERRY 471 171 266 17 5 0 0 0 0
WAS "PLEASANT POINT VOTING DISTRICT" 255 162 47 15 19 0 0 0 0
WAS PRINCETON 510 119 330 34 12 0 0 0 1
WAS ROBBINSTON 330 114 183 13 9 0 0 0 2
WAS "ROQUE BLUFFS" 173 90 72 4 1 0 0 0 0
WAS STEUBEN 640 199 368 38 13 0 0 0 0
WAS "T26 ED BPP TOWNSHIP" 3 0 3 0 0 0 0 0 0
WAS TALMADGE 40 13 22 2 0 0 0 0 0
WAS TOPSFIELD 121 20 95 2 3 0 0 0 0
WAS VANCEBORO 95 28 57 5 3 0 0 0 0
WAS WAITE 51 12 34 5 0 0 0 0 0
WAS WESLEY 83 27 44 3 2 0 0 0 0
WAS WHITING 335 139 168 10 4 0 0 0 2
WAS WHITNEYVILLE 115 41 56 10 2 0 0 0 0
YOR ACTON 1497 542 820 68 23 1 0 0 2
YOR ALFRED 1873 812 885 92 24 0 0 0 0
YOR ARUNDEL 2536 1064 1198 141 43 0 0 0 5
YOR BERWICK 4005 1539 2086 207 58 3 0 0 8
YOR BIDDEFORD 10313 5505 3729 471 241 0 0 0 19
YOR BUXTON 4898 1895 2538 237 82 2 0 0 12
YOR CORNISH 836 332 397 64 18 0 0 0 0
YOR DAYTON 1270 467 668 72 23 0 0 0 0
YOR ELIOT 4353 2257 1704 200 58 2 0 0 3
YOR HOLLIS 2640 1015 1329 154 58 0 0 0 4
YOR KENNEBUNK 7650 4224 2648 345 125 0 0 0 0
YOR KENNEBUNKPORT 2502 1356 910 98 30 0 0 0 9
YOR KITTERY 5748 3474 1746 264 82 0 0 0 20
YOR LEBANON 3198 939 1945 165 57 37 0 0 22
YOR LIMERICK 1672 642 843 87 36 0 0 0 7
YOR LIMINGTON 2094 697 1195 103 36 0 0 0 5
YOR LYMAN 2617 1038 1300 132 62 0 0 0 7
YOR NEWFIELD 872 285 501 43 13 0 0 0 1
YOR "NORTH BERWICK" 2897 1165 1419 153 66 5 0 0 6
YOR OGUNQUIT 921 564 286 24 10 0 0 0 0
YOR "OLD ORCHARD BEACH" 5599 2978 2147 223 86 2 0 0 1
YOR PARSONSFIELD 1027 367 552 59 22 0 0 0 0
YOR SACO 11011 5902 4067 487 189 0 0 0 11
YOR SANFORD 10362 4447 4744 555 231 0 0 0 26
YOR SHAPLEIGH 1568 534 874 89 35 0 0 0 1
YOR "SOUTH BERWICK" 4265 2227 1616 223 70 6 0 1 5
YOR WATERBORO 4000 1373 2189 231 82 0 0 0 5
YOR WELLS 6793 3275 2807 334 86 3 0 1 16
YOR YORK 9028 4929 3260 374 109 0 0 0 19
STATE UOCAVA 4049 3017 648 203 101 2 1 0 14
STATE UOCAVA 771892 357735 335593 38105 14251 333 7 16 1887
